"2022-09-17 15:10:19 [restartedMain] INFO  c.c.d.DailySharePriceApplication - Starting DailySharePriceApplication using Java 18.0.1.1 on DESKTOP-J3EN3AK with PID 21252 (C:\Users\dell\Portfolio-Management-System\DailySharePrice\target\classes started by dell in C:\Users\dell\Portfolio-Management-System\DailySharePrice)
""2022-09-17 19:29:33 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8085 (http) with context path ''
""2022-09-17 19:29:33 [restartedMain] INFO  c.c.d.DailySharePriceApplication - Started DailySharePriceApplication in 3.995 seconds (JVM running for 4.73)
""2022-09-17 19:31:30 [http-nio-8085-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2022-09-17 19:31:30 [http-nio-8085-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
""2022-09-17 19:31:30 [http-nio-8085-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
""2022-09-17 19:31:30 [http-nio-8085-exec-1] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:31:31 [http-nio-8085-exec-2] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:32:05 [http-nio-8085-exec-3] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:32:05 [http-nio-8085-exec-4] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:38:56 [http-nio-8085-exec-9] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:38:56 [http-nio-8085-exec-8] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:40:23 [http-nio-8085-exec-3] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:40:23 [http-nio-8085-exec-2] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:41:07 [http-nio-8085-exec-6] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:41:07 [http-nio-8085-exec-7] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:43:06 [http-nio-8085-exec-10] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:43:06 [http-nio-8085-exec-1] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:44:10 [http-nio-8085-exec-2] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:44:10 [http-nio-8085-exec-5] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:44:10 [http-nio-8085-exec-4] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:44:10 [http-nio-8085-exec-7] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:44:17 [http-nio-8085-exec-8] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:44:17 [http-nio-8085-exec-9] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:45:04 [http-nio-8085-exec-3] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:45:04 [http-nio-8085-exec-2] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:45:04 [http-nio-8085-exec-6] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:45:04 [http-nio-8085-exec-5] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:46:35 [http-nio-8085-exec-8] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 19:46:35 [http-nio-8085-exec-10] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:12:06 [http-nio-8085-exec-9] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:14:04 [http-nio-8085-exec-8] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:14:21 [http-nio-8085-exec-3] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:14:21 [http-nio-8085-exec-2] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:14:23 [http-nio-8085-exec-5] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:14:49 [http-nio-8085-exec-7] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:14:49 [http-nio-8085-exec-1] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:14:49 [http-nio-8085-exec-8] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:14:49 [http-nio-8085-exec-10] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:15:07 [http-nio-8085-exec-5] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:15:07 [http-nio-8085-exec-6] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:19:54 [http-nio-8085-exec-1] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:19:54 [http-nio-8085-exec-8] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:20:03 [http-nio-8085-exec-10] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:20:03 [http-nio-8085-exec-3] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:20:03 [http-nio-8085-exec-5] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:20:03 [http-nio-8085-exec-2] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:22:05 [http-nio-8085-exec-9] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:22:05 [http-nio-8085-exec-10] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:22:05 [http-nio-8085-exec-1] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:22:05 [http-nio-8085-exec-8] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:22:05 [http-nio-8085-exec-3] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:22:05 [http-nio-8085-exec-5] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:22:13 [http-nio-8085-exec-6] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:22:13 [http-nio-8085-exec-4] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:22:13 [http-nio-8085-exec-9] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:22:50 [http-nio-8085-exec-5] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:22:50 [http-nio-8085-exec-8] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:22:50 [http-nio-8085-exec-3] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:22:50 [http-nio-8085-exec-5] ERROR o.a.c.c.C.[.[.[.[dispatcherServlet] - Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is com.cts.dailyshareprice.exception.StockNotFoundException: Stock is not available] with root cause
"com.cts.dailyshareprice.exception.StockNotFoundException: Stock is not available
	at com.cts.dailyshareprice.service.StockService.getStockDetail(StockService.java:30)
	at com.cts.dailyshareprice.controller.StockController.getStockDetail(StockController.java:37)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:104)
	at java.base/java.lang.reflect.Method.invoke(Method.java:577)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:205)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:150)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:117)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:895)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:808)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1067)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:963)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:898)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:655)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:764)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:227)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:197)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:540)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:135)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:359)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:889)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1735)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:833)
"2022-09-17 20:23:38 [http-nio-8085-exec-9] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:23:38 [http-nio-8085-exec-2] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:23:38 [http-nio-8085-exec-1] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:23:45 [http-nio-8085-exec-7] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:23:45 [http-nio-8085-exec-6] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:23:45 [http-nio-8085-exec-4] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:23:45 [http-nio-8085-exec-9] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:23:45 [http-nio-8085-exec-1] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:23:45 [http-nio-8085-exec-10] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:25:34 [http-nio-8085-exec-7] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:25:34 [http-nio-8085-exec-6] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:25:39 [http-nio-8085-exec-4] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:26:19 [Thread-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
""2022-09-17 20:26:19 [Thread-1] WARN  o.s.b.f.s.DisposableBeanAdapter - Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
""2022-09-17 20:26:19 [Thread-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
""2022-09-17 20:26:19 [Thread-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
""2022-09-17 20:26:20 [restartedMain] INFO  c.c.d.DailySharePriceApplication - Starting DailySharePriceApplication using Java 18.0.1.1 on DESKTOP-J3EN3AK with PID 13700 (C:\Users\dell\Portfolio-Management-System\DailySharePrice\target\classes started by dell in C:\Users\dell\Portfolio-Management-System\DailySharePrice)
""2022-09-17 20:26:20 [restartedMain] INFO  c.c.d.DailySharePriceApplication - No active profile set, falling back to 1 default profile: "default"
""2022-09-17 20:26:20 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2022-09-17 20:26:20 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 9 ms. Found 1 JPA repository interfaces.
""2022-09-17 20:26:20 [restartedMain] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=5368b23b-cd5b-3b1c-af56-6d8eced3ceef
""2022-09-17 20:26:20 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8085 (http)
""2022-09-17 20:26:20 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
""2022-09-17 20:26:20 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.58]
""2022-09-17 20:26:20 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2022-09-17 20:26:20 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 498 ms
""2022-09-17 20:26:20 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
""2022-09-17 20:26:20 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
""2022-09-17 20:26:20 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:pms'
""2022-09-17 20:26:20 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
""2022-09-17 20:26:20 [restartedMain] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2022-09-17 20:26:20 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2022-09-17 20:26:20 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
""2022-09-17 20:26:20 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2022-09-17 20:26:20 [restartedMain] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
""2022-09-17 20:26:21 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8085 (http) with context path ''
""2022-09-17 20:26:21 [restartedMain] INFO  c.c.d.DailySharePriceApplication - Started DailySharePriceApplication in 1.109 seconds (JVM running for 3412.392)
""2022-09-17 20:26:21 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
""2022-09-17 20:26:43 [http-nio-8085-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2022-09-17 20:26:43 [http-nio-8085-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
""2022-09-17 20:26:43 [http-nio-8085-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 3 ms
""2022-09-17 20:26:43 [http-nio-8085-exec-1] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:26:43 [http-nio-8085-exec-3] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:26:45 [http-nio-8085-exec-5] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:26:51 [http-nio-8085-exec-6] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:26:52 [http-nio-8085-exec-7] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:27:39 [http-nio-8085-exec-10] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:27:39 [http-nio-8085-exec-9] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:28:42 [http-nio-8085-exec-4] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:28:42 [http-nio-8085-exec-5] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:28:42 [http-nio-8085-exec-7] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:28:42 [http-nio-8085-exec-6] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:32:05 [http-nio-8085-exec-2] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:32:05 [http-nio-8085-exec-1] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:32:05 [http-nio-8085-exec-3] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:32:30 [http-nio-8085-exec-4] INFO  c.c.d.controller.StockController - fetching Stock Details using stockName
""2022-09-17 20:34:37 [http-nio-8085-exec-10] ERROR o.a.c.c.C.[.[.[.[dispatcherServlet] - Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is feign.FeignException$InternalServerError: [500] during [GET] to [http://localhost:8081/getuname] [AuthorizationClient#getUname(String)]: [{"timestamp":"2022-09-17T15:04:37.154+00:00","status":500,"error":"Internal Server Error","trace":"io.jsonwebtoken.ExpiredJwtException: JWT expired at 2022-09-17T20:33:43Z. Current time: 2022-09-17T20... (10424 bytes)]] with root cause
"feign.FeignException$InternalServerError: [500] during [GET] to [http://localhost:8081/getuname] [AuthorizationClient#getUname(String)]: [{"timestamp":"2022-09-17T15:04:37.154+00:00","status":500,"error":"Internal Server Error","trace":"io.jsonwebtoken.ExpiredJwtException: JWT expired at 2022-09-17T20:33:43Z. Current time: 2022-09-17T20... (10424 bytes)]
	at feign.FeignException.serverErrorStatus(FeignException.java:250) ~[feign-core-11.8.jar:na]
	at feign.FeignException.errorStatus(FeignException.java:197) ~[feign-core-11.8.jar:na]
	at feign.FeignException.errorStatus(FeignException.java:185) ~[feign-core-11.8.jar:na]
	at feign.codec.ErrorDecoder$Default.decode(ErrorDecoder.java:92) ~[feign-core-11.8.jar:na]
	at feign.AsyncResponseHandler.handleResponse(AsyncResponseHandler.java:96) ~[feign-core-11.8.jar:na]
	at feign.SynchronousMethodHandler.executeAndDecode(SynchronousMethodHandler.java:138) ~[feign-core-11.8.jar:na]
	at feign.SynchronousMethodHandler.invoke(SynchronousMethodHandler.java:89) ~[feign-core-11.8.jar:na]
	at feign.ReflectiveFeign$FeignInvocationHandler.invoke(ReflectiveFeign.java:100) ~[feign-core-11.8.jar:na]
	at jdk.proxy5/jdk.proxy5.$Proxy133.getUname(Unknown Source) ~[na:na]
	at com.cts.dailyshareprice.controller.StockController.getAllStockDetails(StockController.java:43) ~[classes/:na]
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:104) ~[na:na]
	at java.base/java.lang.reflect.Method.invoke(Method.java:577) ~[na:na]
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:205) ~[spring-web-5.3.16.jar:5.3.16]
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:150) ~[spring-web-5.3.16.jar:5.3.16]
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:117) ~[spring-webmvc-5.3.16.jar:5.3.16]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:895) ~[spring-webmvc-5.3.16.jar:5.3.16]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:808) ~[spring-webmvc-5.3.16.jar:5.3.16]
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87) ~[spring-webmvc-5.3.16.jar:5.3.16]
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1067) ~[spring-webmvc-5.3.16.jar:5.3.16]
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:963) ~[spring-webmvc-5.3.16.jar:5.3.16]
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006) ~[spring-webmvc-5.3.16.jar:5.3.16]
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:898) ~[spring-webmvc-5.3.16.jar:5.3.16]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:655) ~[tomcat-embed-core-9.0.58.jar:4.0.FR]
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883) ~[spring-webmvc-5.3.16.jar:5.3.16]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:764) ~[tomcat-embed-core-9.0.58.jar:4.0.FR]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:227) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53) ~[tomcat-embed-websocket-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100) ~[spring-web-5.3.16.jar:5.3.16]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117) ~[spring-web-5.3.16.jar:5.3.16]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93) ~[spring-web-5.3.16.jar:5.3.16]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117) ~[spring-web-5.3.16.jar:5.3.16]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201) ~[spring-web-5.3.16.jar:5.3.16]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117) ~[spring-web-5.3.16.jar:5.3.16]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:197) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:540) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:135) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:359) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:889) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1735) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49) ~[tomcat-embed-core-9.0.58.jar:9.0.58]
